id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,module.src,service,time_in,time_out,time_emit,time_reception
1,COMP_M,0,0_01,M.USER.APP.0,0,4,1,0,None,0.04285714285714286,101.00002,101.04287714285715,100.0,101.00002
4,COMP_M,0,0_01,M.USER.APP.0,3,4,4,0,None,0.04285714285714286,101.04287714285715,101.0857342857143,100.0,101.00002
2,COMP_M,0,0_01,M.USER.APP.0,1,4,2,0,None,0.04285714285714286,102.00004000000001,102.04289714285716,100.0,102.00004000000001
3,COMP_M,0,0_01,M.USER.APP.0,2,4,3,0,None,0.04285714285714286,103.00006000000002,103.04291714285716,100.0,103.00006000000002
