id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,module.src,service,time_in,time_out,time_emit,time_reception
9,COMP_M,5,5_19,M.USER.APP.5,8,32,187,153,None,2.645964596459646,216.69602305555554,219.34198765201518,100.0,216.69602305555554
9,COMP_M,5,5_24,5_(19-24),32,37,153,153,5_19,2.088008800880088,219.34198765201518,221.42999645289527,219.34198765201518,219.34198765201518
9,COMP_M,5,5_25,5_(19-25),32,38,153,153,5_19,3.326632663266327,219.34198765201518,222.66862031528152,219.34198765201518,219.34198765201518
9,COMP_M,5,5_20,5_(19-20),32,33,153,153,5_19,5.9812981298129815,219.34198765201518,225.32328578182816,219.34198765201518,219.34198765201518
9,COMP_M,5,5_22,5_(19-22),32,35,153,153,5_19,3.670967096709671,219.34198765201518,223.01295474872484,219.34198765201518,219.34198765201518
9,COMP_M,5,5_26,5_(20-26),33,39,153,153,5_20,2.2708270827082706,225.32328578182816,227.59411286453644,225.32328578182816,225.32328578182816
9,COMP_M,5,5_21,5_(20-21),33,34,153,153,5_20,4.0832083208320835,225.32328578182816,229.40649410266025,225.32328578182816,225.32328578182816
9,COMP_M,5,5_23,5_(20-23),33,36,153,153,5_20,4.345234523452345,225.32328578182816,229.6685203052805,225.32328578182816,225.32328578182816
13,COMP_M,9,9_39,M.USER.APP.9,12,56,197,153,None,4.191819181918192,254.17526072222222,258.36707990414044,100.0,254.17526072222222
13,COMP_M,9,9_40,9_(39-40),56,52,153,153,9_39,2.5602560256025604,258.36707990414044,260.927335929743,258.36707990414044,258.36707990414044
13,COMP_M,9,9_42,9_(39-42),56,54,153,153,9_39,5.144314431443144,258.36707990414044,263.5113943355836,258.36707990414044,258.36707990414044
13,COMP_M,9,9_41,9_(40-41),52,53,153,153,9_40,2.1939193919391937,260.927335929743,263.12125532168216,260.927335929743,260.927335929743
13,COMP_M,9,9_43,9_(42-43),54,55,153,153,9_42,5.398239823982398,263.5113943355836,268.909634159566,263.5113943355836,263.5113943355836
1,COMP_M,0,0_0,M.USER.APP.0,0,13,169,153,None,3.874687468746875,290.8218453888889,294.69653285763576,100.0,290.8218453888889
1,COMP_M,0,0_1,0_(0-1),13,14,153,153,0_0,5.017101710171017,294.69653285763576,299.71363456780676,294.69653285763576,294.69653285763576
1,COMP_M,0,0_3,0_(0-3),13,16,153,153,0_0,5.815981598159816,294.69653285763576,300.51251445579555,294.69653285763576,294.69653285763576
1,COMP_M,0,0_2,0_(1-2),14,15,153,153,0_1,3.855885588558856,299.71363456780676,303.5695201563656,299.71363456780676,299.71363456780676
1,COMP_M,0,0_4,0_(1-4),14,17,153,153,0_1,5.569056905690569,299.71363456780676,305.2826914734973,299.71363456780676,299.71363456780676
5,COMP_M,2,2_7,M.USER.APP.2,4,21,178,153,None,4.572357235723572,327.8115543888889,332.3839116246125,100.0,327.8115543888889
5,COMP_M,2,2_8,2_(7-8),21,20,153,153,2_7,3.520952095209521,332.3839116246125,335.904863719822,332.3839116246125,332.3839116246125
3,COMP_M,2,2_7,M.USER.APP.2,2,21,195,153,None,4.572357235723572,364.8012633888889,369.3736206246125,100.0,364.8012633888889
3,COMP_M,2,2_8,2_(7-8),21,20,153,153,2_7,3.520952095209521,369.3736206246125,372.894572719822,369.3736206246125,369.3736206246125
6,COMP_M,3,3_9,M.USER.APP.3,5,22,194,153,None,2.0613061306130613,401.7206067222222,403.78191285283526,100.0,401.7206067222222
6,COMP_M,3,3_10,3_(9-10),22,23,153,153,3_9,5.02930293029303,403.78191285283526,408.8112157831283,403.78191285283526,403.78191285283526
2,COMP_M,1,1_5,M.USER.APP.1,1,18,196,153,None,4.342334233423342,439.0945153888889,443.43684962231225,100.0,439.0945153888889
2,COMP_M,1,1_6,1_(5-6),18,19,153,153,1_5,3.645964596459646,443.43684962231225,447.0828142187719,443.43684962231225,443.43684962231225
4,COMP_M,2,2_7,M.USER.APP.2,3,21,172,153,None,4.572357235723572,476.0842243888889,480.6565816246125,100.0,476.0842243888889
4,COMP_M,2,2_8,2_(7-8),21,20,153,153,2_7,3.520952095209521,480.6565816246125,484.177533719822,480.6565816246125,480.6565816246125
12,COMP_M,8,8_35,M.USER.APP.8,11,48,199,153,None,3.658865886588659,513.1161263888889,516.7749922754775,100.0,513.1161263888889
12,COMP_M,8,8_36,8_(35-36),48,49,153,153,8_35,3.637063706370637,516.7749922754775,520.4120559818482,516.7749922754775,516.7749922754775
12,COMP_M,8,8_37,8_(35-37),48,50,153,153,8_35,5.9183918391839185,516.7749922754775,522.6933841146614,516.7749922754775,516.7749922754775
12,COMP_M,8,8_38,8_(36-38),49,51,153,153,8_36,2.6967696769676968,520.4120559818482,523.1088256588159,520.4120559818482,520.4120559818482
22,COMP_M,5,5_19,M.USER.APP.5,8,32,187,153,None,2.645964596459646,550.1115810555556,552.7575456520152,200.0,550.1115810555556
22,COMP_M,5,5_24,5_(19-24),32,37,153,153,5_19,2.088008800880088,552.7575456520152,554.8455544528953,552.7575456520152,552.7575456520152
22,COMP_M,5,5_25,5_(19-25),32,38,153,153,5_19,3.326632663266327,552.7575456520152,556.0841783152815,552.7575456520152,552.7575456520152
22,COMP_M,5,5_20,5_(19-20),32,33,153,153,5_19,5.9812981298129815,552.7575456520152,558.7388437818282,552.7575456520152,552.7575456520152
22,COMP_M,5,5_22,5_(19-22),32,35,153,153,5_19,3.670967096709671,552.7575456520152,556.4285127487249,552.7575456520152,552.7575456520152
22,COMP_M,5,5_26,5_(20-26),33,39,153,153,5_20,2.2708270827082706,558.7388437818282,561.0096708645365,558.7388437818282,558.7388437818282
22,COMP_M,5,5_21,5_(20-21),33,34,153,153,5_20,4.0832083208320835,558.7388437818282,562.8220521026603,558.7388437818282,558.7388437818282
22,COMP_M,5,5_23,5_(20-23),33,36,153,153,5_20,4.345234523452345,558.7388437818282,563.0840783052805,558.7388437818282,558.7388437818282
10,COMP_M,6,6_27,M.USER.APP.6,9,41,194,153,None,3.393939393939394,586.8807560555556,590.274695449495,100.0,586.8807560555556
10,COMP_M,6,6_28,6_(27-28),41,42,153,153,6_27,5.891989198919892,590.274695449495,596.1666846484148,590.274695449495,590.274695449495
10,COMP_M,6,6_29,6_(28-29),42,43,153,153,6_28,6.000300030003,596.1666846484148,602.1669846784179,596.1666846484148,596.1666846484148
10,COMP_M,6,6_30,6_(28-30),42,44,153,153,6_28,2.8644864486448647,596.1666846484148,599.0311710970597,596.1666846484148,596.1666846484148
10,COMP_M,6,6_31,6_(28-31),42,45,153,153,6_28,5.935193519351936,596.1666846484148,602.1018781677668,596.1666846484148,596.1666846484148
10,COMP_M,6,6_32,6_(29-32),43,40,153,153,6_29,4.658265826582658,602.1669846784179,606.8252505050006,602.1669846784179,602.1669846784179
8,COMP_M,4,4_11,M.USER.APP.4,7,24,169,153,None,3.3594359435943595,624.2048990555556,627.56433499915,100.0,624.2048990555556
8,COMP_M,4,4_16,4_(11-16),24,29,153,153,4_11,3.0558055805580557,627.56433499915,630.620140579708,627.56433499915,627.56433499915
8,COMP_M,4,4_12,4_(11-12),24,25,153,153,4_11,2.6193619361936196,627.56433499915,630.1836969353436,627.56433499915,627.56433499915
8,COMP_M,4,4_14,4_(11-14),24,27,153,153,4_11,4.254725472547254,627.56433499915,631.8190604716973,627.56433499915,627.56433499915
8,COMP_M,4,4_13,4_(12-13),25,26,153,153,4_12,5.972797279727973,630.1836969353436,636.1564942150716,630.1836969353436,630.1836969353436
8,COMP_M,4,4_18,4_(14-18),27,31,153,153,4_14,3.278027802780278,631.8190604716973,635.0970882744775,631.8190604716973,631.8190604716973
8,COMP_M,4,4_15,4_(14-15),27,28,153,153,4_14,2.0973097309730973,631.8190604716973,633.9163702026704,631.8190604716973,631.8190604716973
8,COMP_M,4,4_17,4_(15-17),28,30,153,153,4_15,4.658165816581658,633.9163702026704,638.574536019252,633.9163702026704,633.9163702026704
26,COMP_M,9,9_39,M.USER.APP.9,12,56,197,153,None,4.191819181918192,661.6841367222223,665.8759559041405,200.0,661.6841367222223
26,COMP_M,9,9_40,9_(39-40),56,52,153,153,9_39,2.5602560256025604,665.8759559041405,668.4362119297431,665.8759559041405,665.8759559041405
26,COMP_M,9,9_42,9_(39-42),56,54,153,153,9_39,5.144314431443144,665.8759559041405,671.0202703355836,665.8759559041405,665.8759559041405
26,COMP_M,9,9_41,9_(40-41),52,53,153,153,9_40,2.1939193919391937,668.4362119297431,670.6301313216823,668.4362119297431,668.4362119297431
26,COMP_M,9,9_43,9_(42-43),54,55,153,153,9_42,5.398239823982398,671.0202703355836,676.418510159566,671.0202703355836,671.0202703355836
18,COMP_M,2,2_7,M.USER.APP.2,4,21,178,153,None,4.572357235723572,698.6738457222223,703.2462029579458,200.0,698.6738457222223
18,COMP_M,2,2_8,2_(7-8),21,20,153,153,2_7,3.520952095209521,703.2462029579458,706.7671550531553,703.2462029579458,703.2462029579458
16,COMP_M,2,2_7,M.USER.APP.2,2,21,195,153,None,4.572357235723572,735.6635547222222,740.2359119579457,200.0,735.6635547222222
